"","id","title","cartoonist","genre","last_episode","week_rank","week","star_point"
"51","703852","바른연애 길잡이","남수","스토리, 로맨스",128,"3","tue","9.97"
"52","743139","한림체육관","혜성 / 이석재","에피소드, 액션",29,"4","tue","9.72"
"53","702608","랜덤채팅의 그녀!","박은혁","스토리, 드라마",159,"5","tue","9.71"
"54","738487","하루만 네가 되고 싶어","삼","스토리, 판타지",50,"6","tue","9.98"
"55","730656","사신소년","류","스토리, 액션",75,"7","tue","9.92"
"56","752072","후기","조석","스토리, 스릴러",18,"8","tue","9.95"
"57","757904","호랑이 들어와요","배세혁 / 유은","에피소드, 판타지",8,"9","tue","9.94"
"58","719508","헬58","장성준","스토리, 액션",105,"10","tue","9.95"
"59","738174","중증외상센터 : 골든 아워","한산이가 / 홍비치라","스토리, 드라마",52,"11","tue","9.97"
"60","683496","신도림","오세형","스토리, 액션",196,"12","tue","9.95"
"61","711422","삼국지톡컷툰","무적핑크 / 이리","에피소드, 시대극",262,"13","tue","9.94"
"62","698918"," 공포만화","원주민","스토리, 스릴러",176,"14","tue","9.91"
"63","755601","성인초딩","미티","스토리, 드라마",10,"15","tue","9.58"
"64","753856","달콤살벌한 부부","플라비 / 장그린","스토리, 로맨스",14,"16","tue","9.93"
"65","754875","아이레","설이 / Team 설이","스토리, 판타지",9,"17","tue","9.68"
"66","716857","오늘의 순정망화","손하기","에피소드, 개그",266,"18","tue","9.98"
"67","721433","집이 없어","와난","스토리, 드라마",94,"19","tue","9.95"
"68","677452","체크포인트","송가 / 은소","스토리, 드라마",69,"20","tue","9.96"
"69","740034","견우와 선녀","안수민","스토리, 드라마",45,"21","tue","9.97"
"70","616239","윌유메리미","마인드C","에피소드, 일상",683,"22","tue","9.93"
"71","741449","용왕님의 셰프가 되었습니다","문백경 / 카라쿨","스토리, 판타지",42,"23","tue","9.98"
"72","753839","빅맨","하하영","스토리, 스포츠",12,"24","tue","9.75"
"73","755694","오피스 누나 이야기","김자네 / 와삭바삭","스토리, 로맨스",12,"25","tue","9.75"
"74","602287","신의 언어","장래혁","스토리, 판타지",328,"26","tue","9.72"
"75","738144","별종","이무기","스토리, 드라마",52,"27","tue","9.94"
"76","753853","플레이, 플리","이에프","스토리, 로맨스",13,"28","tue","9.96"
"77","726214","정년이","서이레 / 나몬","스토리, 드라마",79,"29","tue","9.98"
"78","733080","그놈은 흑염룡","혜진양","스토리, 로맨스",63,"30","tue","9.97"
"79","748352","한강예찬","김8","스토리, 드라마",26,"31","tue","9.94"
"80","732988","올가미","해무리","스토리, 드라마",66,"32","tue","9.96"
"81","654138","은주의 방 2~3부","노란구미","스토리, 드라마",248,"33","tue","9.94"
"82","752532","연우의 순정","이솔","스토리, 감성",12,"34","tue","9.96"
"83","758672","피로만땅","샤니","에피소드, 개그",1,"35","tue","9.79"
"84","744381","오파츠","성진 / 부겸","스토리, 판타지",35,"36","tue","9.51"
"85","738145","숲속의 담","다홍","스토리, 감성",51,"37","tue","9.98"
"86","752531","완벽한 가족","냥빠 / 주은","스토리, 스릴러",16,"38","tue","9.94"
"87","759923","인문학적 감수성","교날 / 번암","스토리, 드라마",2,"39","tue","9.89"
"88","703850","자판귀","윤정민","에피소드, 스릴러",144,"40","tue","9.95"
"89","746535","언메이크","박화랑","스토리, 판타지",23,"41","tue","9.83"
"90","747666","도를 아십니까","이건 / 요엘","스토리, 판타지",28,"42","tue","9.89"
"91","737019","조선홍보대행사 조대박","김양수","스토리, 개그",56,"43","tue","9.86"
"92","733458","3cm 헌터","돌연변이","스토리, 판타지",52,"44","tue","9.89"
"93","731019","그날 죽은 나는","이언","스토리, 드라마",63,"45","tue","9.97"
"94","733006","너에게만 보이는","소소만","스토리, 드라마",67,"46","tue","9.97"
"95","745207","필살VS로맨스","구르","스토리, 개그",33,"47","tue","9.97"
"96","738483","안식의 밤","연제원","스토리, 스릴러",51,"48","tue","9.93"
"97","739114","아이고 아이고","하모","스토리, 드라마",46,"49","tue","9.92"
"98","733765","저세상 클라스!","꾀돌이","스토리, 액션",65,"50","tue","9.95"
"99","735247","장단에 맞춰줘!","햇님","스토리, 로맨스",62,"51","tue","9.80"
"100","748045","빛빛빛","수진","스토리, 로맨스",27,"52","tue","9.92"
"101","676695","제로게임휴재","즐바센","스토리, 판타지",0,"53","tue","9.97"
"102","662774","고수","류기운 / 문정후","스토리, 액션",215,"1","wed","9.97"
"103","747269","전지적 독자 시점","UMI / 슬리피-C","스토리, 판타지",30,"2","wed","9.96"
"104","626907","복학왕","기안84","스토리, 드라마",323,"3","wed","9.15"
"105","728015","의 일지컷툰","모죠","에피소드, 개그",169,"4","wed","9.97"
"106","701535","격기3반","이학","스토리, 스포츠",165,"5","wed","9.65"
"107","738694","튜토리얼 탑의 고인물","방구석김씨 / 오마감","스토리, 액션",33,"6","wed","9.34"
"108","760001","하렘의 남자들","알파타르트,히어리 / 영빈","스토리, 로맨스",4,"7","wed","9.82"
"109","738143","여주실격!","기맹기","스토리, 드라마",52,"8","wed","9.94"
"110","736744","캐슬","정연","스토리, 액션",56,"9","wed","9.97"
"111","749639","남주의 첫날밤을 가져버렸다","황도톨,티바 / MSG","스토리, 로맨스",23,"10","wed","9.97"
"112","733079","원수를 사랑하라","정윤 / 태건","스토리, 로맨스",59,"11","wed","9.95"
"113","748536","사상최강","황규영 / 이단아","스토리, 판타지",6,"12","wed","9.55"
"114","667573","연놈","상하","스토리, 드라마",252,"13","wed","9.86"
"115","728126","고삼무쌍","B급달궁 / 하마","스토리, 액션",78,"14","wed","9.94"
"116","702672","노곤하개컷툰","홍끼","에피소드, 일상",211,"15","wed","9.98"
"117","717481","일렉시드","손제호 / 제나","스토리, 액션",115,"16","wed","9.73"
"118","732955","닥터앤닥터 육아일기","닥터베르","에피소드, 일상",136,"17","wed","9.98"
"119","750184","나쁜사람","둠스","에피소드, 개그",19,"18","wed","9.85"
"120","730425","판타지 여동생!","유누","스토리, 판타지",76,"19","wed","9.87"
"121","731297","갓물주","HD3","스토리, 드라마",0,"20","wed","9.91"
"122","750826","빌드업","911","스토리, 스포츠",21,"21","wed","9.90"
"123","749055","각자의 디데이","오묘","스토리, 로맨스",24,"22","wed","9.96"
"124","718020","귀곡의 문","삼촌","스토리, 드라마",113,"23","wed","9.98"
"125","671421","언덕 위의 제임스","쿠당탕","에피소드, 개그",257,"24","wed","9.92"
"126","731978","정순애 식당","아르몽","스토리, 드라마",58,"25","wed","9.98"
"127","755668","마녀와 용의 신혼일기","뉴릉이 / 디망","스토리, 로맨스",12,"26","wed","9.93"
"128","748535","마른 가지에 바람처럼","달새울 / 화음","스토리, 로맨스",13,"27","wed","9.96"
"129","750558","로어 올림푸스","레이첼 스마이스","스토리, 로맨스",38,"28","wed","9.84"
"130","710760","이츠마인","럭스","스토리, 스릴러",0,"29","wed","9.97"
"131","733034","방탈출","십박","스토리, 스릴러",55,"30","wed","9.94"
"132","725829","아도나이","주동근","스토리, 스릴러",84,"31","wed","9.94"
"133","745589","범이올시다!","해","에피소드, 일상",32,"32","wed","9.98"
"134","742105","미래의 골동품 가게","구아진","스토리, 스릴러",41,"33","wed","9.97"
"135","735979","얼굴천재","지에이","스토리, 드라마",60,"34","wed","9.82"
"136","752533","새벽 두 시의 신데렐라","산차","스토리, 로맨스",17,"35","wed","9.95"
"137","747637","더 트웰브","공현곤","스토리, 스릴러",29,"36","wed","9.92"
"138","759894","평화선도부","최경민 / 용성","스토리, 액션",3,"37","wed","8.93"
"139","741150","당신의 향수","호우","옴니버스, 드라마",43,"38","wed","9.98"
"140","755758","속보입니다","밀카 / Z6","스토리, 로맨스",11,"39","wed","9.75"
"141","731939","나의 우주","공이 / 김문경","스토리, 로맨스",71,"40","wed","9.93"
"142","727268","커넥트","신대성","스토리, 스릴러",0,"41","wed","9.58"
"143","756606","시효완성","삼바, 미스터리 / 담","스토리, 드라마",8,"42","wed","9.75"
"144","747961","인터셉트","임주이","에피소드, 로맨스",27,"43","wed","9.92"
"145","757657","기술찾아드림","미티","스토리, 드라마",0,"44","wed","9.64"
"146","739113","기억흔적","브라보 장","스토리, 스릴러",45,"45","wed","9.91"
"147","740481","천도","진작","스토리, 판타지",38,"46","wed","9.89"
"148","751642","스캔들","달콤J,티바 / 도그","스토리, 로맨스",23,"47","wed","9.80"
"149","751625","수상한 비밀상담부","149","에피소드, 스릴러",21,"48","wed","9.93"
"150","736699","저승사자 출입금지","심웅섭","스토리, 드라마",56,"49","wed","9.81"
"151","745236","스몰","을승","스토리, 로맨스",30,"50","wed","9.90"
"152","737009","FM보이","육일공","스토리, 로맨스",53,"51","wed","9.96"
"153","743026","비스타","유마","스토리, 드라마",34,"52","wed","7.80"
"154","745473","노선도","효기","스토리, 스릴러",30,"53","wed","9.79"
"155","736281","럭키언럭키휴재","가천가","스토리, 판타지",0,"54","wed","9.94"
"156","570503","연애혁명","232","스토리, 드라마",333,"1","thu","9.87"
"157","748105","독립일기컷툰","자까","에피소드, 일상",48,"2","thu","9.97"
"158","736989","더 복서","정지훈","스토리, 액션",0,"3","thu","9.94"
"159","557672","기기괴괴","오성대","옴니버스, 스릴러",327,"4","thu","9.90"
"160","731130","이두나!","민송아","스토리, 로맨스",73,"5","thu","9.96"
"161","756137","노답소녀","석우","스토리, 로맨스",5,"6","thu","9.88"
"162","699415","간 떨어지는 동거","나","스토리, 로맨스",176,"7","thu","9.97"
"163","747271","나노마신","현절무 / 금강불괴","스토리, 판타지",27,"8","thu","9.95"
"164","739503","화이트 블러드","임리나","스토리, 판타지",49,"9","thu","9.97"
"165","710761","하드캐리","조양","스토리, 드라마",125,"10","thu","9.91"
"166","637931","전자오락수호대","가스파드","스토리, 판타지",249,"11","thu","9.97"
"167","727798","겟백","세윤","에피소드, 드라마",83,"12","thu","9.98"
"168","746857","무사만리행","운 / 배민기","스토리, 액션",28,"13","thu","9.92"
"169","741825","꽃만 키우는데 너무강함","쿰타타 / 주현후","스토리, 판타지",41,"14","thu","9.97"
"170","758439","던전 씹어먹는 아티팩트","제로워터, 엄키 / 엄키","스토리, 판타지",4,"15","thu","9.78"
"171","716857","오늘의 순정망화","손하기","에피소드, 개그",266,"16","thu","9.98"
"172","728619","병의 기록","베어리","에피소드, 드라마",82,"17","thu","9.76"
"173","740487","신비","반지","스토리, 로맨스",34,"18","thu","9.98"
"174","759129","달라 보여도 모두 같은 가족","김진/신태훈,나승훈","스토리, 일상",0,"19","thu","9.65"
"175","738194","당신의 과녁","고태호","스토리, 드라마",51,"20","thu","9.96"
"176","131385","쿠베라","카레곰","스토리, 판타지",482,"21","thu","9.96"
"177","701700","트롤트랩","유비","스토리, 액션",140,"22","thu","9.95"
"178","748069","선의의 경쟁","송채윤 / 심재영","스토리, 드라마",24,"23","thu","9.94"
"179","570506","최강전설 강해효","최병열","스토리, 액션",380,"24","thu","9.64"
"180","758587","자취방 신선들","마로 / 강재건","스토리, 드라마",4,"25","thu","9.93"
"181","759475","헬프미","철준","에피소드, 스릴러",4,"26","thu","9.16"
"182","753222","시월드 판타지","진돌 / 히디","스토리, 판타지",15,"27","thu","9.90"
"183","715935","롤랑롤랑","자유","스토리, 판타지",111,"28","thu","9.98"
"184","748831","별을 삼킨 너에게","ARI","스토리, 로맨스",24,"29","thu","9.92"
"185","737032","셧업앤댄스","이은재","스토리, 드라마",57,"30","thu","9.97"
"186","731930","안개무덤","김태영","스토리, 스릴러",60,"31","thu","9.95"
"187","754873","스크립토리움","Song","옴니버스, 판타지",0,"32","thu","9.94"
"188","721459","날 가져요","로즈빈 / 원펀치래빗","스토리, 드라마",112,"33","thu","9.94"
"189","726091","오일머니","정하용 / 펜촉","스토리, 드라마",61,"34","thu","9.95"
"190","753307","우리는 요정!","억수씨","옴니버스, 감성",15,"35","thu","9.92"
"191","733033","로그아웃","임목원","옴니버스, 스릴러",68,"36","thu","9.81"
"192","733076","겟라이프","MOOHAK","스토리, 판타지",66,"37","thu","9.87"
"193","743270","집사레인저","현실안주형","스토리, 액션",38,"38","thu","9.92"
"194","670145","킬더킹","마사토끼 / joana","스토리, 드라마",248,"39","thu","9.64"
"195","738173","셈하는 사이","면지","스토리, 로맨스",52,"40","thu","9.97"
"196","742351","소녀180","나우원 / 델라","스토리, 드라마",40,"41","thu","9.95"
"197","754876","카루나","강호진","스토리, 판타지",10,"42","thu","9.85"
"198","724482","미드나잇 체이서","석재윤","스토리, 스포츠",89,"43","thu","9.69"
"199","751993","보물과 괴물의 도시","이을","스토리, 판타지",12,"44","thu","9.94"
"200","736928","스테어스","옹구","스토리, 판타지",56,"45","thu","9.53"
"201","739439","손아귀","황정훈","스토리, 스릴러",46,"46","thu","9.93"
"202","738843","불릿 6미리","김도근","스토리, 스포츠",51,"47","thu","9.85"
"203","745472","온새미로","여우 / 사문","스토리, 로맨스",33,"48","thu","9.89"
"204","753223","악령주의보","토마토모닝","스토리, 액션",10,"49","thu","9.89"
"205","733077","깁스맨","맹물","스토리, 드라마",60,"50","thu","9.85"
"206","736274","밤하늘에 구름운","견지 / 그리온","스토리, 로맨스",56,"51","thu","9.96"
"207","729964","만물의 영장휴재","보민","에피소드, 개그",0,"52","thu","9.98"
"208","641253","외모지상주의","박태준","스토리, 드라마",317,"1","fri","9.45"
"209","759457","여성전용헬스장 진달래짐","유기","스토리, 스포츠",4,"2","fri","8.72"
"210","753478","데드퀸","김규삼","스토리, 판타지",14,"3","fri","9.95"
"211","752803","관계의 종말컷툰","김용키","스토리, 스릴러",32,"4","fri","9.73"
"212","318995","갓 오브 하이스쿨","박용제","스토리, 액션",495,"5","fri","9.65"
"213","735661","재혼 황후","알파타르트 / 숨풀","스토리, 로맨스",59,"6","fri","9.97"
"214","725586","1초","시니 / 광운","스토리, 드라마",92,"7","fri","9.98"
"215","712362","개를 낳았다","이선","스토리, 드라마",101,"8","fri","9.97"
"216","711422","삼국지톡컷툰","무적핑크 / 이리","에피소드, 시대극",262,"9","fri","9.94"
"217","726095","살人스타그램","령","옴니버스, 스릴러",72,"10","fri","9.60"
"218","751208","뫼신 사냥꾼","윤현승 / 방승현","스토리, 판타지",17,"11","fri","9.88"
"219","746534","낙향문사전","바킹독 / 고기산적","스토리, 판타지",32,"12","fri","9.93"
"220","700844","걸어서 30분","이온도","스토리, 로맨스",159,"13","fri","9.98"
"221","729044","난약","정현주 / 박진환","스토리, 판타지",76,"14","fri","9.95"
"222","727784","사냥개들","정찬","스토리, 액션",83,"15","fri","9.76"
"223","708452","냐한남자","올소","스토리, 로맨스",142,"16","fri","9.98"
"224","745876","플레이어","박종석 / 오현준","스토리, 액션",32,"17","fri","9.88"
"225","735243","복학생 정순이","한짜장","스토리, 드라마",61,"18","fri","9.96"
"226","748534","구남친이 내게 반했다","강하다 / 희똑","스토리, 로맨스",25,"19","fri","9.89"
"227","752402","성경의 역사","최경민 / 영모","스토리, 드라마",15,"20","fri","9.16"
"228","718019","옆집친구","이한솔","스토리, 로맨스",113,"21","fri","9.88"
"229","729963","가슴털 로망스","갸오오","스토리, 개그",78,"22","fri","9.91"
"230","729767","고래별","나윤희","스토리, 로맨스",77,"23","fri","9.98"
"231","740377","신상 미스터리 극장","신상윤","옴니버스, 스릴러",45,"24","fri","9.73"
"232","729938","금혼령-조선혼인금지령","천지혜 / 산책","스토리, 로맨스",78,"25","fri","9.96"
"233","749633","피와 나비","레민","스토리, 판타지",23,"26","fri","9.95"
"234","751168","상남자","도가도","스토리, 액션",21,"27","fri","9.80"
"235","729571","소심한 팔레트","한민기","스토리, 로맨스",70,"28","fri","9.96"
"236","552960","더 게이머","성상영 / 상아","스토리, 판타지",351,"29","fri","8.56"
"237","745653","얌전한 사이","JQ / 이진영","스토리, 드라마",33,"30","fri","8.73"
"238","655749","닥터 프로스트 시즌 3~4","이종범","스토리, 드라마",104,"31","fri","9.97"
"239","732036","후덜덜덜 남극전자","김민혁","옴니버스, 개그",71,"32","fri","9.94"
"240","760350","낢다른 광화문광장 이야기","서나래","에피소드, 일상",0,"33","fri","8.08"
"241","737839","도롱이","사이사","스토리, 드라마",52,"34","fri","9.97"
"242","758677","히트포인트","민형 / 여강현","스토리, 판타지",1,"35","fri","9.57"
"243","755788","진짜 정말 맹세코 좋아해","개차반 / 잠괴물","에피소드, 로맨스",11,"36","fri","9.87"
"244","761496","도무지 그애는","게코","스토리, 드라마",1,"37","fri","9.83"
"245","741467","너의 미소가 함정휴재","앵고","스토리, 로맨스",0,"38","fri","9.97"
"246","751999","백년게임","하람 / 지야","스토리, 판타지",18,"39","fri","9.71"
"247","730466","구독금지","김이연","스토리, 스릴러",62,"40","fri","9.92"
"248","524520","트럼프","이채은","스토리, 판타지",302,"41","fri","9.97"
"249","738177","감히","희나리","스토리, 스릴러",52,"42","fri","9.87"
"250","739350","나쁜 쪽으로","오은 / 이세릴","스토리, 드라마",44,"43","fri","9.75"
"251","644112","몽홀","장태산","스토리, 시대극",0,"44","fri","9.93"
"252","737831","9등급 뒤집기","아백","스토리, 드라마",52,"45","fri","9.17"
"253","743423","스윗솔티","달삐","스토리, 드라마",37,"46","fri","9.97"
"254","724431","버그휴재","해마 / 송지형","스토리, 액션",0,"47","fri","6.91"
"255","729036","합법해적 파르페","뼈피살","스토리, 판타지",72,"48","fri","9.95"
"256","753806","매지컬 메디컬","지공","스토리, 드라마",14,"49","fri","9.86"
"257","746835","구주의 시간","송극장","스토리, 드라마",24,"50","fri","9.83"
"258","742349","나의 첫번째 새벽","신매","스토리, 감성",0,"51","fri","9.93"
"259","597447","프리드로우","전선욱","스토리, 드라마",368,"1","sat","9.90"
"260","650305","호랑이형님","이상규","스토리, 액션",290,"2","sat","9.97"
"261","728015","의 일지컷툰","모죠","에피소드, 개그",169,"3","sat","9.97"
"262","727188","취사병 전설이 되다","제이로빈 / 이진수","스토리, 판타지",86,"4","sat","9.95"
"263","758619","힙한남자","혜니","스토리, 로맨스",6,"5","sat","9.77"
"264","703843","비질란테","CRG / 김규삼","스토리, 액션",137,"6","sat","9.98"
"265","730694","초인의 시대","섭이","스토리, 액션",75,"7","sat","9.96"
"266","721948","스터디그룹","신형욱 / 유승연","스토리, 액션",101,"8","sat","9.96"
"267","755744","왕년엔 용사님","고샤 / 솔렘","스토리, 판타지",11,"9","sat","9.93"
"268","753509","광장","오세형 / 김균태","스토리, 액션",14,"10","sat","9.97"
"269","702672","노곤하개컷툰","홍끼","에피소드, 일상",211,"11","sat","9.98"
"270","742826","토끼대왕","김숭늉","스토리, 스릴러",40,"12","sat","9.93"
"271","746834","청춘 블라썸","홍덕 / NEMONE","옴니버스, 로맨스",25,"13","sat","9.97"
"272","737377","민간인 통제구역","OSIK","스토리, 스릴러",53,"14","sat","9.96"
"273","755581","단편.zip","웹툰작가","옴니버스, 드라마",0,"15","sat","9.65"
"274","703630","어글리후드","미애","스토리, 판타지",139,"16","sat","9.98"
"275","64997","나이트런","김성민","스토리, 판타지",50,"17","sat","9.93"
"276","733280","나를 바꿔줘","이지호 / 호띠","스토리, 드라마",67,"18","sat","9.80"
"277","724815","아홉수 우리들","수박양","스토리, 로맨스",89,"19","sat","9.98"
"278","616239","윌유메리미","마인드C","에피소드, 일상",683,"20","sat","9.93"
"279","739292","두번째 생일","스프링","스토리, 스릴러",47,"21","sat","9.87"
"280","715159","갓핑크","이상신 / 국중록","스토리, 액션",120,"22","sat","9.96"
"281","732021","탑코너","윤성 / 라군","스토리, 스포츠",70,"23","sat","9.85"
"282","746285","동트는 로맨스","유월","스토리, 로맨스",32,"24","sat","9.98"
"283","755559","태백 : 튜토리얼 맨","이난 / 백세","스토리, 판타지",12,"25","sat","9.91"
"284","757579","팔려 온 신부","지기, 시크크 / 지기","스토리, 로맨스",10,"26","sat","9.66"
"285","753975","내게 필요한 NO맨스","마그네슘","스토리, 드라마",9,"27","sat","9.94"
"286","752340","남자주인공의 여자사람친구입니다","류희온 / 카콘","스토리, 로맨스",18,"28","sat","9.90"
"287","724274","먹이","외눈박이 / 박수봉","옴니버스, 스릴러",95,"29","sat","9.98"
"288","739127","피라미드 게임","달꼬냑","스토리, 스릴러",0,"30","sat","9.94"
"289","729047","공유몽","주신 / 유령선","스토리, 판타지",76,"31","sat","9.90"
"290","750582","광해의 연인","유오디아 / 러시","스토리, 로맨스",22,"32","sat","9.95"
"291","725552","열불 로맨스","홍치","스토리, 로맨스",0,"33","sat","9.96"
"292","703839","홍시는 날 좋아해!","강하다 / 웃는해","에피소드, 로맨스",144,"34","sat","9.97"
"293","726467","틴맘","theterm","스토리, 드라마",87,"35","sat","7.06"
"294","737018","회춘휴재","기안84","에피소드, 드라마",0,"36","sat","9.73"
"295","729563","압락사스","247","스토리, 스릴러",72,"37","sat","9.72"
"296","749456","웰캄투실버라이프","솔녀","에피소드, 일상",24,"38","sat","9.97"
"297","746833","저무는 해, 시린 눈","MURO","스토리, 드라마",28,"39","sat","9.96"
"298","749054","동네몬스터","이현민 / 이세형","스토리, 액션",26,"40","sat","9.84"
"299","756789","손 잡아 볼래?","예타쿠","스토리, 로맨스",9,"41","sat","9.86"
"300","679543","아테나 컴플렉스","케이사르","스토리, 판타지",135,"42","sat","9.88"
"301","745235","피노키오 소녀","망순","스토리, 스릴러",32,"43","sat","9.75"
"302","754780","인간졸업","진자 / 정생","스토리, 드라마",11,"44","sat","9.81"
"303","753304","아침을 지나 밤으로","손지은","스토리, 판타지",15,"45","sat","9.94"
"304","733277","도사 가온","김상민","스토리, 액션",66,"46","sat","9.89"
"305","753973","후아유!","이범 / 이도윤","스토리, 로맨스",14,"47","sat","9.96"
"306","739411","왕세자 입학도휴재","무번","스토리, 드라마",0,"48","sat","9.98"
"307","748532","안녕, 이바다씨","문나영","스토리, 로맨스",22,"49","sat","9.90"
"308","741894","꼬리 있는 연애","진하 / 헤폰","스토리, 로맨스",39,"50","sat","9.92"
"309","751492","커피도둑","유지별이","스토리, 판타지",20,"51","sat","9.94"
"310","742782","함부로 대해줘","선우","스토리, 로맨스",39,"52","sat","9.87"
"311","742888","누군가의 로섬","방농구","스토리, 드라마",38,"53","sat","9.95"
"312","735078","먹지마세요","노도 / 비버","스토리, 판타지",62,"54","sat","9.94"
"313","736277","싸움독학","박태준 / 김정현","스토리, 액션",57,"1","sun","9.81"
"314","748105","독립일기컷툰","자까","에피소드, 일상",48,"2","sun","9.97"
"315","670152","열렙전사","김세훈","스토리, 판타지",256,"3","sun","9.95"
"316","746858","이번 생도 잘 부탁해","이혜","스토리, 로맨스",28,"4","sun","9.98"
"317","729326","맘마미안","미티 / 구구","스토리, 드라마",72,"5","sun","9.96"
"318","758150","입학용병","YC / 락현","스토리, 액션",7,"6","sun","9.79"
"319","743838","소녀재판","루즌아 / 보로콤","스토리, 드라마",37,"7","sun","9.74"
"320","751207","천하제일인","권순규 / 신권이","스토리, 액션",17,"8","sun","9.74"
"321","732955","닥터앤닥터 육아일기","닥터베르","에피소드, 일상",136,"9","sun","9.98"
"322","710751","약한영웅휴재","서패스 / 김진석","에피소드, 액션",0,"10","sun","9.90"
"323","690503","도망자","신영우","스토리, 액션",205,"11","sun","9.88"
"324","744384","경비 배두만","이영곤","스토리, 액션",28,"12","sun","9.95"
"325","721463","극야","운 / 한 큰빛","스토리, 스릴러",0,"13","sun","9.96"
"326","730657","오로지 너를 이기고 싶어","아마도지 / 사삭","에피소드, 로맨스",76,"14","sun","9.96"
